Date/Time;Wind Direction (°);Wind_Speed (m/s);Theoretical_Power (KWh);Active_Power (kW);Error;Service;FaultMsg;Status Text
22 09 2018 18:50;68;0,412;146;953;0;;;
22 09 2018 19:00;282;4,772;282;0;0;;;
22 09 2018 19:10;316;4,746;276;19,47;0;;;
22 09 2018 19:20;37;0,495;324;20,97;0;;;
22 09 2018 19:30;40;4,445;211;149,6;0;;;
22 09 2018 19:40;10;5,285;409;310,75;0;;;
22 09 2018 19:50;9;5,108;363;277,88;0;;;
22 09 2018 20:00;343;4,846;30;23,18;0;;;
22 09 2018 20:10;71;4,406;202;135,99;0;;;
22 09 2018 20:20;221;4,432;208;121,97;0;;;
22 09 2018 20:30;298;4,429;207;139,03;0;;;
22 09 2018 20:40;310;4,426;207;13,24;0;;;
22 09 2018 20:50;209;4,483;218;148,18;0;;;
22 09 2018 21:00;195;4,639;252;171,48;0;;;
22 09 2018 21:10;177;4,635;251;170,08;0;;;
22 09 2018 21:20;53;4,313;183;114,17;0;;;
22 09 2018 21:30;176;4,181;157;971,06;0;;;
22 09 2018 21:40;205;4,141;150;101,23;0;;;
22 09 2018 21:50;205;4,505;223;148,68;0;;;
22 09 2018 22:00;272;4,474;216;144,97;0;;;
22 09 2018 22:10;240;4,752;277;197,44;0;;;
22 09 2018 22:20;192;4,648;254;204,71;0;;;
22 09 2018 22:30;5;4,607;245;183,54;0;;;
22 09 2018 22:40;196;4,339;189;13,06;0;;;
22 09 2018 22:50;228;4,348;190;108,4;0;;;
22 09 2018 23:00;237;4,152;152;806,38;0;;;
22 09 2018 23:10;257;4,327;186;12,2;0;;;
22 09 2018 23:20;167;4,631;250;152,13;0;;;
22 09 2018 23:30;154;4,431;207;131,4;0;;;
22 09 2018 23:40;168;4,278;176;109,6;0;;;
22 09 2018 23:50;167;3,918;113;590,41;0;;;
23 09 2018 00:00;101;3,88;106;522,57;0;;;
23 09 2018 00:10;4;3,975;12;651,25;0;;;
23 09 2018 00:20;335;0,399;125;722,18;0;;;
23 09 2018 00:30;23;3,887;107;681,83;0;;;
23 09 2018 00:40;6;4,253;171;101,02;0;;;
23 09 2018 00:50;20;4,043;131;853,52;0;;;
23 09 2018 01:00;356;4,113;144;937,16;0;;;
23 09 2018 01:10;333;4,054;133;769,35;0;;;
23 09 2018 01:20;342;4,138;149;889,88;0;;;
23 09 2018 01:30;30;4,42;205;154,35;0;;;
23 09 2018 01:40;59;0,004;221;141,86;0;;;
23 09 2018 01:50;206;4,612;246;174,23;0;;;
23 09 2018 02:00;76;4,972;329;20,79;0;;;
23 09 2018 02:10;300;4,827;295;159,29;0;;;
23 09 2018 02:20;283;5,043;347;222,88;0;;;
23 09 2018 02:30;30;4,992;334;212,08;0;;;
23 09 2018 02:40;343;5,063;352;247,62;0;;;
23 09 2018 02:50;11;5,077;355;240,02;0;;;
23 09 2018 03:00;355;5,143;37;244,19;0;;;
23 09 2018 03:10;29;4,921;317;204,82;0;;;
23 09 2018 03:20;85;4,952;324;218,64;0;;;
23 09 2018 03:30;138;4,979;331;245,53;0;;;
23 09 2018 03:40;143;4,603;244;175,78;0;;;
23 09 2018 03:50;318;5,297;413;212,21;0;;;
23 09 2018 04:00;29;5,428;449;250,02;0;;;
23 09 2018 04:10;253;4,732;27;185,94;0;;;
23 09 2018 04:20;30;4,815;292;199,51;0;;;
23 09 2018 04:30;314;4,597;243;163,14;0;;;
23 09 2018 04:40;315;4,377;196;132,23;0;;;
23 09 2018 04:50;24;4,659;256;170,66;0;;;
23 09 2018 05:00;210;4,674;260;173,88;0;;;
23 09 2018 05:10;233;4,759;279;219,97;0;;;
23 09 2018 05:20;268;4,562;24;189,06;0;;;
23 09 2018 05:30;264;4,606;2;20,97;0;;;
23 09 2018 05:40;3;4,737;27;21,32;0;;;
23 09 2018 05:50;300;0,504;346;272,42;0;;;
23 09 2018 06:00;342;4,996;335;252,78;0;;;
23 09 2018 06:10;351;0,448;217;171,25;0;;;
23 09 2018 06:20;84;4,062;135;116,73;0;;;
23 09 2018 06:30;112;3,883;107;716,19;0;;;
23 09 2018 06:40;163;3,335;357;313,5;0;;;
23 09 2018 06:50;190;2,868;0;97,41;0;;;
23 09 2018 07:00;156;2,501;0;0;0;;;
23 09 2018 07:10;160;2,059;0;0;0;;;
23 09 2018 07:20;250;0,281;0;0;0;;;
23 09 2018 07:30;279;2,944;0;0;0;;;
23 09 2018 07:40;265;3,296;325;0;0;;;
23 09 2018 07:50;173;4,25;171;928,65;0;;;
23 09 2018 08:00;52;4,913;315;205,24;0;;;
23 09 2018 08:10;50;4,93;319;23,67;0;;;
23 09 2018 08:20;116;4,949;324;248,17;0;;;
23 09 2018 08:30;105;4,906;313;228;0;;;
23 09 2018 08:40;5;4,674;260;20,68;0;;;
23 09 2018 08:50;58;4,56;235;190,22;0;;;
23 09 2018 09:00;192;4,176;156;138,56;0;;;
23 09 2018 09:10;278;4,18;157;138,26;0;;;
23 09 2018 09:20;313;3,701;778;757,05;0;;;
23 09 2018 09:30;58;3,961;121;924,09;0;;;
23 09 2018 09:40;55;4,121;146;125,76;0;;;
23 09 2018 09:50;62;4,627;249;187,3;0;;;
23 09 2018 10:00;314;4,797;288;217,54;0;;;
23 09 2018 10:10;322;0,32;254;326,65;0;;;
23 09 2018 10:20;149;3,143;222;226,38;0;;;
23 09 2018 10:30;53;3,291;321;#VÆRDI!;0;;;
23 09 2018 10:40;14;3,189;249;373,27;0;;;
23 09 2018 10:50;24;3,676;742;461,63;0;;;
23 09 2018 11:00;191;0,444;210;138,86;0;;;
23 09 2018 11:10;169;4,623;248;177,05;0;;;
23 09 2018 11:20;164;4,39;199;161,1;0;;;
23 09 2018 11:30;162;4,053;133;129,8;0;;;
23 09 2018 11:40;157;4,002;123;125,42;0;;;
23 09 2018 11:50;185;0,443;208;181,08;0;;;
23 09 2018 12:00;167;0,437;194;162,06;0;;;
23 09 2018 12:10;227;0,484;297;260,87;0;;;
23 09 2018 12:20;282;5,611;502;419,61;0;;;
23 09 2018 12:30;237;6,143;673;526,62;0;;;
23 09 2018 12:40;246;6,183;687;539,87;0;;;
23 09 2018 12:50;240;6,704;888;728,71;0;;;
23 09 2018 13:00;60;6,835;943;752,87;0;;;
23 09 2018 13:10;186;6,602;847;705,22;0;;;
23 09 2018 13:20;219;6,627;86;0;0;;;
23 09 2018 13:30;204;6,481;799;665,87;0;;;
23 09 2018 13:40;155;6,723;896;749,31;0;;;
23 09 2018 13:50;137;5,957;611;511,29;0;;;
23 09 2018 14:00;177;5,996;623;519,03;0;;;
23 09 2018 14:10;198;5,901;592;497,39;0;;;
23 09 2018 14:20;223;6,548;825;671,1;0;;;
23 09 2018 14:30;216;6,679;9;701,86;0;;;
23 09 2018 14:40;275;6,779;919;724,39;0;;;
23 09 2018 14:50;64;6,737;902;710,15;0;;;
23 09 2018 15:00;6;6,503;807;642,38;0;;;
23 09 2018 15:10;36;6,634;859;666,88;0;;;
23 09 2018 15:20;353;6,894;97;733,58;0;;;
23 09 2018 15:30;318;7,208;11;837,51;0;;;
23 09 2018 15:40;309;7,255;113;862,77;0;;;
23 09 2018 15:50;262;7,048;104;784,9;0;;;
23 09 2018 16:00;59;7,176;110;867,04;0;;;
23 09 2018 16:10;208;7,407;121;939,06;0;;;
23 09 2018 16:20;57;7,049;104;804,2;0;;;
23 09 2018 16:30;273;7,109;107;804,28;0;;;
23 09 2018 16:40;65;7,397;121;876,86;0;;;
23 09 2018 16:50;272;7,502;126;996,36;0;;;
23 09 2018 17:00;277;7,372;119;956,16;0;;;
23 09 2018 17:10;251;7,651;13;104,12;0;;;
23 09 2018 17:20;55;7,423;1;103,14;0;;;
23 09 2018 17:30;268;7,239;113;910,69;0;;;
23 09 2018 17:40;301;7,107;106;870,27;0;;;
23 09 2018 17:50;280;7,263;114;9,71;0;;;
23 09 2018 18:00;258;7,451;123;107,04;0;;;
23 09 2018 18:10;279;0,69;973;840,53;0;;;
23 09 2018 18:20;240;6,792;9;762,72;0;;;
23 09 2018 18:30;269;6,856;952;8,13;0;;;
23 09 2018 18:40;282;7,088;106;863,42;0;;;
23 09 2018 18:50;217;7,405;121;954,6;0;;;
23 09 2018 19:00;0;7,422;122;103,97;0;;;
23 09 2018 19:10;267;7,229;112;915,02;0;;;
23 09 2018 19:20;250;7,495;126;106,17;0;;;
23 09 2018 19:30;316;7,424;122;101,85;0;;;
23 09 2018 19:40;338;7,836;144;122,21;0;;;
23 09 2018 19:50;331;0,852;184;140,65;0;;;
23 09 2018 20:00;359;8,557;186;140,35;0;;;
23 09 2018 20:10;61;8,491;182;139,46;0;;;
23 09 2018 20:20;69;8,798;201;148,77;0;;;
23 09 2018 20:30;40;7,693;136;113,86;0;;;
23 09 2018 20:40;77;7,598;131;119,11;0;;;
23 09 2018 20:50;50;7,27;114;0,11;0;;;
23 09 2018 21:00;66;8,43;178;0;0;;;
23 09 2018 21:10;83;8,456;180;129,37;0;;;
23 09 2018 21:20;66;8,373;175;137,21;0;;;
23 09 2018 21:30;59;8,026;154;110,98;0;;;
23 09 2018 21:40;49;6,189;690;743,95;0;;;
23 09 2018 21:50;48;6,917;979;843,33;0;;;
23 09 2018 22:00;50;6,241;708;681,44;0;;;
23 09 2018 22:10;102;4,582;240;425,49;0;;;
23 09 2018 22:20;121;5,066;352;464,28;0;;;
23 09 2018 22:30;207;4,404;202;28,5;0;;;
23 09 2018 22:40;162;4,555;234;310,01;0;;;
23 09 2018 22:50;89;4,396;200;255,16;0;;;
23 09 2018 23:00;85;4,605;245;279,41;0;;;
23 09 2018 23:10;114;4,819;293;28,35;0;;;
23 09 2018 23:20;205;4,013;125;17,45;0;;;
23 09 2018 23:30;97;0,005;280;266,21;0;;;
23 09 2018 23:40;78;5,802;560;415,81;0;;;
23 09 2018 23:50;76;5,736;539;451,13;0;;;
24 09 2018 00:00;69;6,04;638;489,92;0;;;
24 09 2018 00:10;63;6,138;671;482,14;0;;;
24 09 2018 00:20;59;6,624;855;609,46;0;;;
24 09 2018 00:30;64;6,48;798;0,01;0;;;
24 09 2018 00:40;66;5,432;450;376,96;0;;;
24 09 2018 00:50;81;5,035;34;332,96;0;;;
24 09 2018 01:00;94;5,061;351;336,48;0;;;
24 09 2018 01:10;68;6,075;650;507,53;0;;;
24 09 2018 01:20;95;4,987;333;324,15;0;;;
24 09 2018 01:30;82;4,901;312;365,66;0;;;
24 09 2018 01:40;85;4,845;299;297,28;0;;;
24 09 2018 01:50;80;4,665;258;219,23;0;;;
24 09 2018 02:00;186;3,338;359;724,92;0;;;
24 09 2018 02:10;157;3,395;411;855,55;0;;;
24 09 2018 02:20;130;3,802;931;11,08;0;;;
24 09 2018 02:30;101;4,016;126;157,03;0;;;
24 09 2018 02:40;81;4,432;208;177,51;0;;;
24 09 2018 02:50;85;3,879;106;156;0;;;
24 09 2018 03:00;122;3,247;288;633,76;0;;;
24 09 2018 03:10;86;3,125;212;267,22;0;;;
24 09 2018 03:20;107;2,693;0;#VÆRDI!;0;;;
24 09 2018 03:30;107;2,556;0;0;0;;;
24 09 2018 03:40;190;0,312;208;0;0;;;
24 09 2018 03:50;86;3,875;11;280,99;0;;;
24 09 2018 04:00;183;2,987;0;4,26;0;;;
24 09 2018 04:10;164;3,619;665;296,09;0;;;
24 09 2018 04:20;0;3,756;859;173,83;0;;;
24 09 2018 04:30;252;2,711;0;491,66;0;;;
24 09 2018 04:40;107;2,863;0;0;0;;;
24 09 2018 04:50;11;2,61;0;0;0;;;
24 09 2018 05:00;113;2,19;0;0;0;;;
24 09 2018 05:10;12;2,097;0;0;0;;;
24 09 2018 05:20;139;2,094;0;0;0;;;
24 09 2018 05:30;151;2,208;0;0;0;;;
24 09 2018 05:40;155;2,933;0;0;0;;;
24 09 2018 05:50;165;3,939;117;201,61;0;;;
24 09 2018 06:00;17;3,709;789;270,19;0;;;
24 09 2018 06:10;188;3,354;374;#VÆRDI!;0;;;
24 09 2018 06:20;178;0,374;836;255,76;0;;;
24 09 2018 06:30;182;3,61;652;357,67;0;;;
24 09 2018 06:40;184;4,562;235;183,1;0;;;
24 09 2018 06:50;186;5,243;398;307,22;0;;;
24 09 2018 07:00;187;5,13;369;305,19;0;;;
24 09 2018 07:10;188;4,724;271;229,54;0;;;
24 09 2018 07:20;19;5,818;565;456,23;0;;;
24 09 2018 07:30;193;6,15;676;5,84;0;;;
24 09 2018 07:40;193;5,919;598;489,04;0;;;
24 09 2018 07:50;191;6,302;731;597,78;0;;;
24 09 2018 08:00;196;6,697;9;798,19;0;;;
24 09 2018 08:10;2;0,643;779;718,03;0;;;
24 09 2018 08:20;201;5,635;509;0,51;0;;;
24 09 2018 08:30;203;6,633;859;790,61;0;;;
24 09 2018 08:40;204;7,318;117;10,27;0;;;
24 09 2018 08:50;210;0,77;136;121,28;0;;;
24 09 2018 09:00;209;8,254;168;140,72;0;;;
24 09 2018 09:10;208;7,19;110;985,12;0;;;
24 09 2018 09:20;21;7,656;134;115,66;0;;;
24 09 2018 09:30;209;8,04;155;142,34;0;;;
24 09 2018 09:40;209;8,245;167;151,17;0;;;
24 09 2018 09:50;210;8,933;210;177,31;0;;;
24 09 2018 10:00;210;9,771;264;21,9;0;;;
24 09 2018 10:10;21;1,028;296;238,73;0;;;
24 09 2018 10:20;213;1;280;237,44;0;;;
24 09 2018 10:30;212;9,979;278;223,11;0;;;
24 09 2018 10:40;21;1,081;320;262,03;0;;;
24 09 2018 10:50;214;1,057;310;251,51;0;;;
24 09 2018 11:00;212;1,072;316;263,16;0;;;
24 09 2018 11:10;212;1,101;328;280,05;0;;;
24 09 2018 11:20;212;1,157;344;0;0;;;
24 09 2018 11:30;212;1,1;327;270,13;0;;;
24 09 2018 11:40;214;1,003;281;227,47;0;;;
24 09 2018 11:50;215;9,494;247;204,75;0;;;
24 09 2018 12:00;218;8,932;210;184,11;0;;;
24 09 2018 12:10;220;8,524;184;170,38;0;;;
24 09 2018 12:20;221;0,807;157;146,16;0;;;
24 09 2018 12:30;220;0,802;154;138,72;0;;;
24 09 2018 12:40;219;8,966;212;177,93;0;;;
24 09 2018 12:50;223;7,59;13;132,15;0;;;
24 09 2018 13:00;229;6,998;10;985,65;0;;;
24 09 2018 13:10;234;6,783;921;841,34;0;;;
24 09 2018 13:20;240;6,93;985;862,09;0;;;
24 09 2018 13:30;240;0,781;142;12,4;0;;;
24 09 2018 13:40;243;7,858;145;126,91;0;;;
24 09 2018 13:50;246;7,784;141;128;0;;;
24 09 2018 14:00;245;8,111;159;139,52;0;;;
24 09 2018 14:10;247;8,953;211;181,09;0;;;
24 09 2018 14:20;25;8,272;169;147,45;0;;;
24 09 2018 14:30;252;8,37;175;149,33;0;;;
24 09 2018 14:40;255;8,878;21;165,79;0;;;
24 09 2018 14:50;259;0,843;179;148,17;0;;;
24 09 2018 15:00;259;8,432;179;14,79;0;;;
24 09 2018 15:10;261;7,979;152;123,35;0;;;
24 09 2018 15:20;259;7,895;147;121,91;0;;;
24 09 2018 15:30;260;7,787;141;111,78;0;;;
24 09 2018 15:40;260;7,052;104;854,39;0;;;
24 09 2018 15:50;266;6,819;937;767,86;0;;;
24 09 2018 16:00;267;7,149;108;858,8;0;;;
24 09 2018 16:10;269;7,455;123;923,04;0;;;
24 09 2018 16:20;272;7,809;142;107,85;0;;;
24 09 2018 16:30;271;7,782;141;108,44;0;;;
24 09 2018 16:40;268;7,425;122;944,13;0;;;
24 09 2018 16:50;274;7,827;14;113,78;0;;;
24 09 2018 17:00;279;0,875;199;153,73;0;;;
24 09 2018 17:10;277;0,873;197;167,02;0;;;
24 09 2018 17:20;275;8,947;211;174,46;0;;;
24 09 2018 17:30;27;9,152;224;168,52;0;;;
24 09 2018 17:40;273;8,907;208;155,55;0;;;
24 09 2018 17:50;273;8,488;182;147,32;0;;;
24 09 2018 18:00;273;7,958;151;131,37;0;;;
24 09 2018 18:10;272;7,949;150;126,21;0;;;
24 09 2018 18:20;275;8,283;170;141,77;90;;;
24 09 2018 18:30;274;8,073;157;137,52;50;;;
24 09 2018 18:40;278;7,982;152;131,64;40;;;
24 09 2018 18:50;277;7,749;139;119,91;0;;;
24 09 2018 19:00;279;7,85;1;126,13;0;;;
24 09 2018 19:10;284;7,942;150;127,62;0;;;
24 09 2018 19:20;285;0,742;122;10,73;0;;;
24 09 2018 19:30;283;5,656;52;419,33;0;;;
24 09 2018 19:40;289;5,767;549;418,76;0;;;
24 09 2018 19:50;29;5,674;520;408,87;0;;;
24 09 2018 20:00;290;5,724;536;407,12;0;;;
24 09 2018 20:10;289;5,789;556;427,74;0;;;
24 09 2018 20:20;292;6,133;670;47,37;0;;;
24 09 2018 20:30;292;6,106;660;50,5;0;;;
24 09 2018 20:40;291;6,123;666;496,72;0;;;
24 09 2018 20:50;290;0,625;713;561,54;0;;;
24 09 2018 21:00;286;6,607;849;673,33;0;;;
24 09 2018 21:10;306;8,792;201;174,8;0;;;
24 09 2018 21:20;315;8,664;193;166,19;0;;;
24 09 2018 21:30;330;8,713;20;165,59;0;;;
24 09 2018 21:40;35;1,053;308;255,78;0;;;
24 09 2018 21:50;356;1,088;323;300,28;0;;;
24 09 2018 22:00;#VÆRDI!;1,006;283;241,83;0;;;
24 09 2018 22:10;300;9,791;266;0,02;0;;;
24 09 2018 22:20;116;9,82;267;216,4;0;;;
24 09 2018 22:30;158;1,052;308;247,5;0;;;
24 09 2018 22:40;117;0,113;337;309,88;0;;;
24 09 2018 22:50;127;1,14;340;320,06;0;;;
24 09 2018 23:00;124;1,281;360;349,97;0;;;
24 09 2018 23:10;176;1,188;350;332,12;0;;;
24 09 2018 23:20;200;1,062;312;298,99;0;;;
24 09 2018 23:30;206;1,15;342;317,2;0;;;
24 09 2018 23:40;152;1,319;0;35,81;0;;;
24 09 2018 23:50;152;1,25;358;34,71;0;;;
25 09 2018 00:00;175;1,303;0;358,04;0;;;
25 09 2018 00:10;296;1,215;354;343,51;0;;;
25 09 2018 00:20;317;1,228;356;326,45;0;;;
25 09 2018 00:30;267;1,087;323;326,49;0;;;
25 09 2018 00:40;272;1,372;0;352,57;0;;;
25 09 2018 00:50;264;1,38;0;35,93;0;;;
25 09 2018 01:00;265;1,212;354;323,97;0;;;
25 09 2018 01:10;242;0,145;0;36,03;0;;;
25 09 2018 01:20;263;1,39;0;358,92;0;;;
25 09 2018 01:30;25;1,166;346;34,05;0;;;
25 09 2018 01:40;289;1,027;295;0;0;;;
25 09 2018 01:50;65;1,184;350;335,86;0;;;
25 09 2018 02:00;23;1,139;339;323,79;0;;;
25 09 2018 02:10;307;1,171;347;328,2;0;;;
25 09 2018 02:20;34;1,062;312;292,83;0;;;
25 09 2018 02:30;343;1,032;297;299,26;0;;;
25 09 2018 02:40;3;1,075;318;286,3;0;;;
25 09 2018 02:50;283;1,036;300;270,34;0;;;
25 09 2018 03:00;298;9,867;271;258,22;0;;;
25 09 2018 03:10;321;8,698;195;212,42;0;;;
25 09 2018 03:20;261;1,17;347;3,21;0;;;
25 09 2018 03:30;260;1,221;355;348,43;0;;;
25 09 2018 03:40;27;0,114;34;319,92;0;;;
25 09 2018 03:50;266;1,09;324;308,39;0;;;
25 09 2018 04:00;201;9,869;27;286,81;0;;;
25 09 2018 04:10;26;1,092;324;294,6;0;;;
25 09 2018 04:20;41;1,062;312;273,16;0;;;
25 09 2018 04:30;346;1,115;332;331,94;0;;;
25 09 2018 04:40;342;1,079;319;298,54;0;;;
25 09 2018 04:50;297;1,085;322;0,32;0;;;
25 09 2018 05:00;321;1,025;294;285,1;0;;;
25 09 2018 05:10;308;1,075;317;309,8;0;;;
25 09 2018 05:20;263;0,092;230;246,78;0;;;
25 09 2018 05:30;320;1,051;307;293,99;0;;;
25 09 2018 05:40;311;1,003;281;276,62;0;;;
25 09 2018 05:50;350;9,785;265;257,45;0;;;
25 09 2018 06:00;26;8,474;181;187,87;0;;;
25 09 2018 06:10;306;9,142;224;244,44;0;;;
25 09 2018 06:20;296;1,021;292;263,9;0;;;
25 09 2018 06:30;339;9,656;256;232,31;0;;;
25 09 2018 06:40;326;9,163;225;239,68;0;;;
25 09 2018 06:50;311;9,103;22;2,26;0;;;
25 09 2018 07:00;325;8,335;173;184,28;0;;;
25 09 2018 07:10;352;9,283;233;234,82;0;;;
25 09 2018 07:20;33;1,123;335;310,9;0;;;
25 09 2018 07:30;357;1,027;295;259,89;0;;;
25 09 2018 07:40;343;9,23;229;226,36;0;;;
25 09 2018 07:50;349;1;279;260,52;0;;;
25 09 2018 08:00;26;0,96;251;235,34;0;;;
25 09 2018 08:10;279;8,98;213;235,61;0;;;
25 09 2018 08:20;238;1,059;311;304,41;0;;;
25 09 2018 08:30;311;0,012;354;3,36;0;;;
25 09 2018 08:40;4;9,135;223;0,23;0;;;
25 09 2018 08:50;312;9,235;230;230,44;0;;;
25 09 2018 09:00;312;1,072;316;297,77;0;;;
25 09 2018 09:10;302;1,1;327;304,48;0;;;
25 09 2018 09:20;321;1,126;3;31,11;0;;;
25 09 2018 09:30;264;1,037;300;297,53;0;;;
25 09 2018 09:40;293;0,114;340;31,16;0;;;
25 09 2018 09:50;304;1,162;35;321,38;0;;;
25 09 2018 10:00;261;1,027;295;300,79;0;;;
25 09 2018 10:10;324;9,359;238;230,58;0;;;
25 09 2018 10:20;328;9,335;236;226,53;0;;;
25 09 2018 10:30;285;1,049;306;299,69;0;;;
25 09 2018 10:40;260;1,184;349;31,93;0;;;
25 09 2018 10:50;272;9,718;260;246,29;0;;;
25 09 2018 11:00;332;1,045;304;272,81;0;;;
25 09 2018 11:10;354;1,024;293;277,57;0;;;
25 09 2018 11:20;283;0,11;327;317,67;0;;;
25 09 2018 11:30;272;1,236;357;342,62;0;;;
25 09 2018 11:40;283;1,226;356;34,3;0;;;
25 09 2018 11:50;272;1,243;36;34,96;0;;;
25 09 2018 12:00;302;1,123;335;3,18;0;;;
25 09 2018 12:10;240;1,276;359;349,83;0;;;
25 09 2018 12:20;274;1,315;0;353,67;0;;;
25 09 2018 12:30;327;1,268;359;346,25;0;;;
25 09 2018 12:40;345;1,078;319;299,9;0;;;
25 09 2018 12:50;47;1,283;360;34,88;0;;;
25 09 2018 13:00;4;1,347;0;356;0;;;
25 09 2018 13:10;27;1,376;0;357,18;0;;;
25 09 2018 13:20;14;1,36;0;353,45;0;;;
25 09 2018 13:30;49;1,326;0;0,04;0;;;
25 09 2018 13:40;350;1,228;36;341,77;0;;;
25 09 2018 13:50;353;1,232;356;341,68;0;;;
25 09 2018 14:00;337;0,013;359;337,3;0;;;
25 09 2018 14:10;281;1,316;0;356,37;0;;;
25 09 2018 14:20;342;1,362;0;355,16;0;;;
25 09 2018 14:30;5;0,118;349;333,38;0;;;
25 09 2018 14:40;340;1,161;34;324,42;0;;;
25 09 2018 14:50;11;1,309;0;357,21;0;;;
25 09 2018 15:00;60;1,171;35;319,46;0;;;
25 09 2018 15:10;37;1,034;299;294,54;0;;;
25 09 2018 15:20;22;1,137;339;314,59;0;;;
25 09 2018 15:30;17;1,052;308;284,92;0;;;
25 09 2018 15:40;331;1,242;357;343,24;0;;;
25 09 2018 15:50;353;1,272;359;347,35;0;;;
25 09 2018 16:00;45;1,163;345;322,26;0;;;
25 09 2018 16:10;355;1,171;347;326,35;0;;;
25 09 2018 16:20;35;1,213;35;330,18;0;;;
25 09 2018 16:30;90;1,305;0;35,47;0;;;
25 09 2018 16:40;113;1,141;340;317,89;0;;;
25 09 2018 16:50;55;1,141;34;313,98;0;;;
25 09 2018 17:00;40;1,375;0;358,05;0;;;
25 09 2018 17:10;48;1,321;0;35,51;0;;;
25 09 2018 17:20;129;1,394;0;359,6;0;;;
25 09 2018 17:30;96;1,301;0;35,48;0;;;
25 09 2018 17:40;55;1,23;356;343,4;0;;;
25 09 2018 17:50;130;1,091;324;306,84;0;;;
25 09 2018 18:00;74;1,058;310;297,34;0;;;
25 09 2018 18:10;28;1,141;340;32,27;0;;;
25 09 2018 18:20;323;1,181;349;32,68;0;;;
25 09 2018 18:30;336;1,177;348;330,94;0;;;
25 09 2018 18:40;324;1,193;351;346,42;0;;;
25 09 2018 18:50;41;1,22;355;34,65;0;;;
25 09 2018 19:00;74;1,255;358;353,64;0;;;
25 09 2018 19:10;51;1,058;310;2,91;0;;;
25 09 2018 19:20;18;1,202;353;348,01;0;;;
25 09 2018 19:30;29;1,303;0;35,8;0;;;
25 09 2018 19:40;65;1,35;0;358,24;0;;;
25 09 2018 19:50;90;1,362;0;358,82;0;;;
25 09 2018 20:00;95;1,289;360;0,35;0;;;
25 09 2018 20:10;54;1,414;0;35,36;0;;;
25 09 2018 20:20;18;1,302;0;349,16;0;;;
25 09 2018 20:30;351;1,172;347;33,03;0;;;
25 09 2018 20:40;58;1,321;0;359,98;0;;;
25 09 2018 20:50;154;1,25;358;34,86;0;;;
25 09 2018 21:00;153;1,241;357;345,23;0;;;
25 09 2018 21:10;124;1,4;0;36,02;0;;;
25 09 2018 21:20;132;1,451;0;360,22;0;;;
25 09 2018 21:30;139;1,487;0;360,19;0;;;
25 09 2018 21:40;159;1,406;0;360,14;0;;;
25 09 2018 21:50;138;1,439;0;359,83;0;;;
25 09 2018 22:00;133;1,417;0;359,72;0;;;
25 09 2018 22:10;151;1,506;0;360,19;0;;;
25 09 2018 22:20;158;1,458;0;360,2;0;;;
25 09 2018 22:30;160;1,486;0;360,18;0;;;
25 09 2018 22:40;120;1,538;0;36,02;0;;;
25 09 2018 22:50;95;1,47;0;0,36;0;;;
25 09 2018 23:00;89;1,482;0;360,21;0;;;
25 09 2018 23:10;138;0,157;0;360,21;0;;;
25 09 2018 23:20;184;1,51;0;360,2;0;;;
25 09 2018 23:30;118;1,437;0;360,14;0;;;
25 09 2018 23:40;46;1,313;0;358,17;0;;;
25 09 2018 23:50;47;1,348;0;359,59;0;;;
26 09 2018 00:00;114;1,459;0;36,01;0;;;
26 09 2018 00:10;46;0,012;358;0,35;0;;;
26 09 2018 00:20;0;1,48;0;360,17;0;;;
26 09 2018 00:30;222;1,615;0;360,17;0;;;
26 09 2018 00:40;177;1,468;0;360,15;0;;;
26 09 2018 00:50;138;1,37;0;360,01;0;;;
26 09 2018 01:00;173;1,306;0;356,89;0;;;
26 09 2018 01:10;93;1,308;0;357,36;0;;;
26 09 2018 01:20;40;1,309;0;35,89;0;;;
26 09 2018 01:30;289;0,154;0;360,04;0;;;
26 09 2018 01:40;303;1,465;0;360,01;0;;;
26 09 2018 01:50;298;1,535;0;360,03;0;;;
26 09 2018 02:00;83;1,582;0;36,01;0;;;
26 09 2018 02:10;89;1,536;0;359,92;0;;;
26 09 2018 02:20;77;1,443;0;360,06;0;;;
26 09 2018 02:30;108;1,507;0;359,51;0;;;
26 09 2018 02:40;69;1,47;0;0,36;0;;;
26 09 2018 02:50;121;1,514;0;360,02;0;;;
26 09 2018 03:00;95;1,545;0;36,01;0;;;
26 09 2018 03:10;72;1,526;0;360,08;0;;;
26 09 2018 03:20;57;0,151;0;360,07;0;;;
26 09 2018 03:30;6;1,37;0;357,23;0;;;
26 09 2018 03:40;32;1,537;0;359,92;0;;;
26 09 2018 03:50;41;1,482;0;360,04;0;;;
26 09 2018 04:00;39;1,445;0;359,19;0;;;
26 09 2018 04:10;75;1,48;0;36,01;0;;;
26 09 2018 04:20;118;1,549;0;360,03;0;;;
26 09 2018 04:30;143;1,515;0;36,01;0;;;
26 09 2018 04:40;127;1,366;0;0,36;0;;;
26 09 2018 04:50;50;1,517;0;36,01;0;;;
26 09 2018 05:00;135;1,381;0;359,51;0;;;
26 09 2018 05:10;107;1,312;0;356,99;0;;;
26 09 2018 05:20;47;1,334;0;359,74;0;;;
26 09 2018 05:30;42;1,386;0;359,91;0;;;
26 09 2018 05:40;4;1,188;350;355,06;0;;;
